"145, Đường tỉnh 427, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.868,105.842
"165 Thị trấn Thường Tín, Đường Trần Lư, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.875,105.863
"177, Đường tỉnh 427, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.869,105.841
"37, Đường Lũy, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.878,105.868
"82, Đường tỉnh 427, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.869,105.84
"A vũ, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.896,105.698
"Chiến hòa, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.89,105.699
"Chua Phap Van, Quốc lộ 1, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.877,105.86
"Chợ Bằng, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.874,105.865
"Chợ Kim Bài, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.856,105.766
"Cách 100m Ngã tư cống Sông Ái, Đường tỉnh 427, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.888,105.789
"Cầu Chiếc, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.869,105.831
"Cổng làng Ngõ Trên, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.875,105.702
"Cửa hàng sửa chữa xe máy Xuân Bắc, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.871,105.759
"Dáng mấy, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.893,105.698
"Fuel Station, Quốc lộ 1, Thanh Trì, Thành phố Hà Nội, Việt Nam",20.896,105.855
"Ga Thường Tín, Đường Trần Lư, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.872,105.864
"Kim Bài, Thành phố Hà Nội, Việt Nam",20.862,105.784
"Long Bình Mart, Đường Tỉnh 427, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.872,105.869
"Làng Đại Định, Đường tỉnh 427, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.888,105.785
"Nam anh, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.874,105.702
"Ngõ 15 Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.854,105.769
"Ngõ 25 Chợ Bằng, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.872,105.865
"Ngõ 26 Phú Cốc, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.867,105.878
"Ngõ 317 Trần Nhật Duật, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.871,105.867
"Ngõ 32 Xóm Phạm, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.868,105.878
"Ngõ 5 Xóm Phạm, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.868,105.879
"Ngõ 5 Đường Thành Quách 1, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.895,105.768
"Ngõ 5 Đường Thành Quách 2, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.894,105.767
"Ngõ 55, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.878,105.867
"Ngõ 7 Đầu Đường, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.866,105.854
"Nhà văn hóa thôn Đồng Du, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.885,105.7
"Nhà văn hóa, Đình xóm Đạo Ngạn, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.869,105.701
"Như ý, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.891,105.764
"Oanh xinh, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.878,105.702
"Petrolimex, Quốc lộ 1, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.881,105.86
"Petrolimex, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.857,105.766
"Petrolimex, Đường Trần Lư, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.873,105.864
"Qua 100m cổng làng Nỏ Bạn, Đường Tỉnh 427, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.867,105.894
"Qua 100m đường vào Đoàn Công binh H39, Đường Tỉnh 427, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.868,105.902
"Qua Bến xe Thường Tín 50m, Quốc lộ 1, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.863,105.867
"Qua lối vào Bệnh viện huyện Thanh Oai 30m, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.866,105.761
"Qua Đối diện cổng Ngõ trên, xóm Dãy, xã Đại Yên 80m, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.894,105.698
"Qua đối diện lối vào Bệnh viện huyện Thanh Oai 30m, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.865,105.761
"Qua đối diện đường vào trường THPT Thanh Xuân 70m, Đường tỉnh 427, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.887,105.781
"Số 16-18 Đồng Tân, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.884,105.7
"Số 452 cầu thôn 3 Quảng Bị, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.852,105.703
"Trước 30m đối diện lối vào trạm biến áp Thanh Oai, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.86,105.764
"Trước THCS Tốt Động 50m, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.883,105.672
"Trước nhà 70-72 thôn Vân Hoà xã Vân Tảo, Đường Tỉnh 427, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.867,105.893
"Trường Nội Trú IVS Phía Bắc, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.858,105.766
"Trường THCS Hoàng Diệu – Chương Mỹ, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.862,105.733
"Trường THCS Hà Hồi, Ngách 11 Ngõ 1 Quang Trung, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.868,105.874
"Trường THCS Nguyễn Trãi A, Đường Dương Trực Nguyên, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.867,105.861
"Trường THCS Nguyễn Trực, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.856,105.764
"Trường THCS Tam Hưng, Đường tỉnh 427, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.881,105.785
"Trường THCS Thị Trấn Thường Tín, Ngõ 251 Trần Nhật Duật, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.871,105.866
"Trường THCS Tốt Động, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.885,105.671
"Trường THCS Vân Tảo, Đường Liên Xã, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.871,105.896
"Trường THCS Văn Bình, Đường Lũy, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.88,105.863
"Trường THPT Đặng Tiến Đông, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.888,105.7
"Trường Tiểu học Hợp Đồng, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.879,105.699
"Tuấn vinh, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.887,105.7
"Tám hoạt, Đường tỉnh 427, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.884,105.786
"Tạp hoách, Đường tỉnh 427, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.885,105.786
"Xóm Chợ, Bình Đà, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.894,105.764
"Đình Làng Văn Giáp, Quốc lộ 1, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.887,105.858
"Đường Chân Thành Thôn Thượng, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.893,105.769
"Đường Cổng Đồng, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.885,105.869
"Đường Hùng Nguyên, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.868,105.866
"Đường Nguyễn Du, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.871,105.86
"Đường Xóm Chánh, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.869,105.879
"Đường cao tốc Pháp Vân - Cầu Giẽ, Thanh Trì, Thành phố Hà Nội, Việt Nam",20.894,105.867
"Đường vào Bệnh viện tâm thần Trung ương, Đường Hùng Nguyên, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.869,105.865
"Đại yên, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.895,105.698
"Đền Nội, Bình Đà, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.895,105.764
"Đối diện Cổng làng xóm Dinh, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.86,105.701
"Đối diện Nhà văn hóa thôn Đạo Ngạn, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.87,105.701
"Đối diện Trường Mầm non Đại Yên, xóm Dẫy, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.891,105.699
"Đối diện Trường THPT Đặng Tiến Đông, DT 419, Chúc Sơn, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",20.889,105.7
"Đối diện Trường mầm non tư thục Bình Minh, Đường Tỉnh 427, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.869,105.903
"Đối diện Trạm biến áp 500KV, Quốc lộ 1, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.879,105.861
"Đối diện UBND huyện Thanh Oai, Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.853,105.769
