"15,17, Đường cao tốc Nội Bài - Hạ Long, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.209,105.842
"17, Quốc lộ 2, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.198,105.83
"20, Quốc tế Đi T2, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.221,105.798
"21, Quốc tế Đi T2, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.222,105.798
"23, Quốc tế Đi T2, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.217,105.795
"35, Hướng đi cầu Thăng Long, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.224,105.79
"ATM - Vietcombank, Km12+800, Quốc lộ 3, Đông Anh, Thành phố Hà Nội, Việt Nam",21.15,105.848
"Bãi giữ xe Thành An, Phố nhỏ, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.218,105.781
"CHXD Petrolimex, Quốc lộ 3, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.15,105.846
"Chùa Thiên Long, Quốc lộ 23, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.151,105.753
"Chùa Viên Thành, Đường cao tốc Hà Nội - Thái Nguyên, Huyện Đông Anh, Thành phố Hà Nội, Yên Phong, Tỉnh Bắc Ninh, 840000, Việt Nam",21.172,105.893
"Chùa Điền Xá, Đường Võ Nguyên Giáp, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.219,105.783
"Công ty Cơ khí Nam Hồng - Km6+120, Đường Võ Văn Kiệt, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.166,105.78
"Công ty Cổ phần Hồng Lam, Đường Chi Đông, Khu công nghiệp Quang Minh, Chi Đông, Thành phố Hà Nội, 100000, Việt Nam",21.203,105.749
"Cầu vượt Phú Cường, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.207,105.78
"Cầu vượt đường sắt, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.166,105.82
"Duc Hieu Hotel, Đường Võ Nguyên Giáp, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.219,105.784
"Family Transit Hotel, Phố nhỏ, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.217,105.781
"HD House, Đường Võ Nguyên Giáp, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.218,105.783
"Hẻm 57/68/20 Đường Quang Minh, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.197,105.771
"Hẻm 58/72/16 Đường Quang Minh, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.194,105.775
"KCN Quang Minh, Đường Võ Văn Kiệt, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",21.187,105.78
